measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,original.units,mean.in.original.units,C.conversion.factor,n,sd,se,lower95CI,upper95CI,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,data.location.within.source,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
4122,Dinghushan Biosphere Reserve,Secondary conifer forest (CF). Stand established around 1934,67,woody,2TEN,NA,NAC,biomass_root_OM,2001.747945,6,NA,9,NA,9,24.4,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,for trees height >20cm,NAC,NAC,NA,NAC,NAC,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Fang_2003_rofs,Lin_2012_tvia,NAC,NA,1828,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4123,Dinghushan Biosphere Reserve,primary evergreen broadleaf tropical forest (MEBF),999,woody,2TEB,NA,Pinus massoniana,R_soil_C,NA,9,2003.25,7,2004.333333,7,15.68,NAC,NAC,NA,6,NAC,NAC,NAC,NAC,NAC,also method ID 281,1010,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,2618,0,M;T,NA,NA,Yan_2006_eosr,Luyssaert_2007_cbob;Bond-Lamberty_2004_corr,NAC,SRDB Record_number:2738. Data digitized from plot.,2219,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu; Ben Bond-Lamberty","Bond-Lamberty_2004_corr, Anderson-Teixeira_2018_fagd",0
4124,Dinghushan Biosphere Reserve,primary evergreen broadleaf tropical forest (MEBF),999,woody,2TEB,NA,Pinus massoniana,R_het_soil_C,NA,9,2003.25,7,2004.333333,7,10.24,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yan_2006_eosr,Luyssaert_2007_cbob,NAC,NA,2220,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4125,Dinghushan Biosphere Reserve,secondary coniferous and broadleaf mixed forest (MF). Stand established around 1903.,100,woody,2TE,NA,Castanopsis chinensis; Pinus massoniana; Schima superba,R_soil_C,NA,9,2003.25,7,2004.333333,7,10.01,NAC,NAC,NA,6,NAC,NAC,NAC,NAC,NAC,also method ID 281,1010,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,2624,0,M;T,29464,NA,Yan_2006_eosr,Luyssaert_2007_cbob;Bond-Lamberty_2004_corr,NAC,SRDB Record_number:2740. Data digitized from plot.,2221,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu; Ben Bond-Lamberty","Bond-Lamberty_2004_corr, Anderson-Teixeira_2018_fagd",0
4126,Dinghushan Biosphere Reserve,secondary coniferous and broadleaf mixed forest (MF). Stand established around 1903.,100,woody,2TE,NA,Castanopsis chinensis; Pinus massoniana; Schima superba,R_het_soil_C,NA,9,2003.25,7,2004.333333,7,7.51,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yan_2006_eosr,Luyssaert_2007_cbob,NAC,NA,2222,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4127,Dinghushan Biosphere Reserve,Masson pine forest (MPF). Stand established around 1950.,53,woody,2TEN,NA,Pinus massoniana,R_soil_C,NA,9,2003.25,7,2004.333333,7,5.78,NAC,NAC,NA,6,NAC,NAC,NAC,NAC,NAC,also method ID 281,1010,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,2614,0,M;T,29376,NA,Yan_2006_eosr,Luyssaert_2007_cbob;Bond-Lamberty_2004_corr,NAC,SRDB Record_number:2739. Data digitized from plot.,2223,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu; Ben Bond-Lamberty","Bond-Lamberty_2004_corr, Anderson-Teixeira_2018_fagd",0
4128,Dinghushan Biosphere Reserve,Masson pine forest (MPF). Stand established around 1950.,53,woody,2TEN,NA,Pinus massoniana,R_het_soil_C,NA,9,2003.25,7,2004.333333,7,4.46,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yan_2006_eosr,Luyssaert_2007_cbob,NAC,NA,2224,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4129,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,biomass_OM,NI,9,NI,9,NI,9,568.172,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1770,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4130,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,biomass_ag_OM,NI,9,NI,9,NI,9,486.284,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1771,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4131,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,biomass_ag_woody_OM,NI,9,NI,9,NI,9,460.574,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1772,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4132,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,NI,9,NI,9,NI,9,25.71,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1773,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4133,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,biomass_root_OM,NI,9,NI,9,NI,9,81.888,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,for all plants,NAC,NAC,NA,0,NAC,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1774,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4134,Dinghushan.Erythrophleum fordii community,Erythrophleum fordii community,999,woody,2TEB,NA,NAC,LAI,NI,9,NI,9,NI,9,27.8025,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NA,NA,0,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Yi_2000_baeo,Lin_2012_tvia,NAC,NA,1775,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4135,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,395.95,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NAC,NA,NA,NA,NA,D,NA,NA,107,0,M,4136,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1782,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4136,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,398.62,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NAC,NA,NA,NA,NA,D,NA,NA,107,1,M,4136,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1783,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4137,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,1995.747945,6,NA,9,NA,9,324.84,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1784,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4138,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_woody_OM,1995.747945,6,NA,9,NA,9,318.19,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1785,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4139,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,1995.747945,6,NA,9,NA,9,6.65,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1786,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4140,Dinghushan.lowland,lowland evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_root_OM,1995.747945,6,NA,9,NA,9,71.12,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,for trees dbh >1cm,NAC,NAC,NA,NAC,NAC,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1787,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4141,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,113.61,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NAC,NA,NA,NA,NA,D,NA,NA,110,0,M,4142,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1788,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4142,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,115.36,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NAC,NA,NA,NA,NA,D,NA,NA,110,1,M,4142,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1789,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4143,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,1995.747945,6,NA,9,NA,9,87.07,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1790,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4144,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_woody_OM,1995.747945,6,NA,9,NA,9,82.33,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1791,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4145,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,1995.747945,6,NA,9,NA,9,4.74,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1792,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4146,Dinghushan.mountain,mountain evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_root_OM,1995.747945,6,NA,9,NA,9,26.54,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,for trees dbh >1cm,NAC,NAC,NA,NAC,NAC,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1793,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4147,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,325.45,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NAC,NA,NA,NA,NA,D,NA,NA,123,0,M,4148,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1776,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4148,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_OM,1995.747945,6,NA,9,NA,9,326.93,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,All plants (no min.dbh).,NAC,NAC,NA,0,NAC,NA,NA,NA,NA,D,NA,NA,123,1,M,4148,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1777,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4149,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,1995.747945,6,NA,9,NA,9,266.69,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1778,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4150,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_woody_OM,1995.747945,6,NA,9,NA,9,258.73,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1779,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4151,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_ag_foliage_OM,1995.747945,6,NA,9,NA,9,7.96,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,1,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1780,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4152,Dinghushan.ravine,ravine evergreen broadleaved forest,999,woody,2TEB,NA,NAC,biomass_root_OM,1995.747945,6,NA,9,NA,9,58.76,NAC,NAC,NA,1,NAC,NAC,NAC,NAC,NAC,for trees dbh >1cm,NAC,NAC,NA,NAC,NAC,NAC,NAC,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Wen_1999_sobo,Lin_2012_tvia,NAC,NA,1781,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4153,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,deadwood_OM,NI,9,NI,9,NI,9,2.1,NAC,NAC,NA,16,NAC,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,2.54,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16166,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4154,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,biomass_ag_OM,NI,9,NI,9,NI,9,50,NAC,NAC,NA,NI,NI,NI,NI,NI,NAC,trees only,NAC,NAC,NA,0,NA,NA,NA,NA,NA,D,NA,NA,239,0,M,4155,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16274,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4155,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,biomass_ag_OM,NI,9,NI,9,NI,9,62.7,NAC,NAC,NA,NI,NI,NI,NI,NI,NAC,palms+lianas+herbaceous+trees,NAC,NAC,NA,0,NA,NA,NA,NA,NA,D,NA,NA,239,1,M,4155,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16328,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4156,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,biomass_root_C,NI,9,NI,9,NI,9,7.1,NAC,NAC,NAC,NI,NI,NI,NI,NI,NAC,assuming roots have 49% C content,NAC,30,NA,NAC,NAC,NAC,NAC,NA,NA,D,NA,NA,2761,0,C;M,48210,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16382,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4157,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,soil_C,NI,9,NI,9,NI,9,20.1,NAC,NAC,NA,5,NAC,20.1,NAC,NAC,NAC,NA,NAC,NA,NA,NA,10,NA,NA,NA,NA,D,NA,NA,1172,0,M,4160,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16436,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4158,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,soil_C,NI,9,NI,9,NI,9,40.5,NAC,NAC,NA,10,NAC,1.2,NAC,NAC,NAC,NA,NAC,NA,NA,NA,20,NA,NA,NA,NA,D,NA,NA,1172,0,M,4160,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16490,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4159,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,soil_C,NI,9,NI,9,NI,9,56.5,NAC,NAC,NA,15,NAC,2.8,NAC,NAC,NAC,NA,NAC,NA,NA,NA,30,NA,NA,NA,NA,D,NA,NA,1172,0,M,4160,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16544,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4160,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,soil_C,NI,9,NI,9,NI,9,75.3,NAC,NAC,NA,20,NAC,5.6,NAC,NAC,NAC,NA,NAC,NA,NA,NA,50,NA,NA,NA,NA,D,NA,NA,1172,1,M,4160,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16597,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4161,Divino,Tropical Moist Forest recovery following pasture abandonment,9,woody,2TDB,NA,NAC,soil_C,NI,9,NI,9,NI,9,95.7,NAC,NAC,NA,25,NAC,7.9,NAC,NAC,NAC,NA,NAC,NA,NA,NA,100,NA,NA,NA,NA,D,NA,NA,1172,0,M,4160,NA,Cifuentes-Jara_2008_abae,Bonner_2013_amgc,NAC,NA,16647,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
4162,DJA-01_Dja Interior L1,african tropical forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,2000,8,NA,9,NA,9,442.8,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,381,2.2,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Lewis_2009_icsi,Lewis2009; Liu_2014_htpa,NAC,NA,2998,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4163,DJA-02_Dja Interior L2,african tropical forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,2000,8,NA,9,NA,9,302.4,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,381,2.2,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Lewis_2009_icsi,Lewis2009; Liu_2014_htpa,NAC,NA,2999,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4164,DJA-03_Dja Interior L3,african tropical forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,1996,8,NA,9,NA,9,482,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,381,2.2,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Lewis_2009_icsi,Lewis2009; Liu_2014_htpa,NAC,NA,3000,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4165,DJA-04_Dja Interior L4,african tropical forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,1996,8,NA,9,NA,9,416.4,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,381,2.2,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Lewis_2009_icsi,Lewis2009; Liu_2014_htpa,NAC,NA,3001,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
4166,DJA-05_Dja L5 Mekas,african tropical forest,999,woody,2TEB,NA,NAC,biomass_ag_OM,2002,8,NA,9,NA,9,441.6,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NAC,NA,381,2.2,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,Lewis_2009_icsi,Lewis2009; Liu_2014_htpa,NAC,NA,3002,Maria M. H. Wang,1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
